UserID,Full_Name,Gender,Race,Age,Age_Group,Age_Category,Clean_Email,Clean_Handle,Clean_Name,Province,Account_Status,Channel2,Channel_Category,RecordDate2,Record_Date,Month_Name,DayOfWeek,Day_Type,Record_Time,Time_Category,Duration2,Duration_Clean,Hours,Minutes,Seconds
940586,Bret  Mastrangelo,male,black,34,Young Adult,25–34,Bret 314@abcmail.com,@Bret 31,Bret ,Gauteng,Active,CNN,News,2016-03-20T00:16:00.000Z,2016-03-20,March,Sunday,Weekend,02:16,Night,1899-12-31T00:41:08.000Z,00:41:08,0,41,8
940749,Jared  Beville,male,coloured,30,Young Adult,25–34,Jared 505@mailxyz.com,@Jared 50,Jared ,Western Cape,Active,Channel O,Music,2016-03-23T11:10:00.000Z,2016-03-23,March,Wednesday,Weekday,13:10,Afternoon,1899-12-31T00:00:42.000Z,00:00:42,0,0,42
940779,Dee  Singer,male,indian_asian,33,Young Adult,25–34,Dee 211@yahoo.com,@Dee 21,Dee ,Kwazulu Natal,Active,ICC Cricket World Cup 2011,Sports,2016-03-09T19:38:00.000Z,2016-03-09,March,Wednesday,Weekday,21:38,Night,1899-12-31T00:00:46.000Z,00:00:46,0,0,46
941428,Cory  Mosser,male,coloured,35,Adult,35–44,Cory 103@mail.com,@Cory 10,Cory ,Western Cape,Active,Supersport Live Events,Sports,2016-03-18T11:25:00.000Z,2016-03-18,March,Friday,Weekday,13:25,Afternoon,1899-12-31T00:04:18.000Z,00:04:18,0,4,18
941440,Kip  Pilot,male,indian_asian,41,Adult,35–44,Kip 145@mailxyz.com,@Kip 14,Kip ,Gauteng,Active,E! Entertainment,Entertainment,2016-03-12T20:09:00.000Z,2016-03-12,March,Saturday,Weekend,22:09,Night,1899-12-31T00:00:26.000Z,00:00:26,0,0,26
941502,Cory  Mastrangelo,male,None,57,Adult,55–64,Cory 104@abcmail.com,@Cory 10,Cory ,Mpumalanga,Active,Africa Magic,Entertainment,2016-03-30T17:03:00.000Z,2016-03-30,March,Wednesday,Weekday,19:03,Evening,1899-12-31T00:00:00.500Z,00:00:00,0,0,0
1106084,Hyman  Mosser,male,black,37,Adult,35–44,Hyman 82@gmail.com,@Hyman 8,Hyman ,Gauteng,Active,Supersport Live Events,Sports,2016-03-05T17:30:00.000Z,2016-03-05,March,Saturday,Weekend,19:30,Evening,1899-12-31T00:00:54.000Z,00:00:54,0,0,54
2015326,Loyd  Borelli,male,black,29,Young Adult,25–34,Loyd 495@mailxyz.com,@Loyd 49,Loyd ,Kwazulu Natal,Active,Channel O,Music,2016-01-23T10:12:00.000Z,2016-01-23,January,Saturday,Weekend,12:12,Afternoon,1899-12-31T00:12:12.000Z,00:12:12,0,12,12
2090526,Cody  Fudge,male,black,52,Adult,45–54,Cody 121@yahoo.com,@Cody 12,Cody ,Mpumalanga,Active,Africa Magic,Entertainment,2016-01-30T11:41:00.000Z,2016-01-30,January,Saturday,Weekend,13:41,Afternoon,1899-12-31T00:00:38.000Z,00:00:38,0,0,38
2090555,Haywood  Reisinger,male,indian_asian,27,Young Adult,25–34,Haywood 95@mailxyz.com,@Haywood 9,Haywood ,Gauteng,Active,E! Entertainment,Entertainment,2016-03-13T17:39:00.000Z,2016-03-13,March,Sunday,Weekend,19:39,Evening,1899-12-31T00:00:38.000Z,00:00:38,0,0,38
2190330,Lucas  Styer,male,black,23,Young Adult,18–24,Lucas 235@mailxyz.com,@Lucas 23,Lucas ,Mpumalanga,Active,Channel O,Music,2016-01-11T08:22:00.000Z,2016-01-11,January,Monday,Weekday,10:22,Morning,1899-12-31T00:08:42.000Z,00:08:42,0,8,42
2203599,Len  Tancredi,male,black,31,Young Adult,25–34,Len 441@yahoo.com,@Len 44,Len ,Gauteng,Active,Supersport Live Events,Sports,2016-02-21T20:18:00.000Z,2016-02-21,February,Sunday,Weekend,22:18,Night,1899-12-31T00:00:00.000Z,00:00:00,0,0,0
2216357,Robby  Styer,male,black,35,Adult,35–44,Robby 163@mail.com,@Robby 16,Robby ,Western Cape,Active,SawSee,Other,2016-03-20T11:38:00.000Z,2016-03-20,March,Sunday,Weekend,13:38,Afternoon,1899-12-31T00:00:33.000Z,00:00:33,0,0,33
2361839,Lloyd  Condie,male,white,45,Adult,45–54,Lloyd 75@mailxyz.com,@Lloyd 7,Lloyd ,Free State,Active,Africa Magic,Entertainment,2016-03-14T17:26:00.000Z,2016-03-14,March,Monday,Weekday,19:26,Evening,1899-12-31T00:02:33.000Z,00:02:33,0,2,33
2369209,Len  Langenfeld,male,black,17,Teen,Under 18,Len 442@gmail.com,@Len 44,Len ,Mpumalanga,Active,Channel O,Music,2016-01-02T02:06:00.000Z,2016-01-02,January,Saturday,Weekend,04:06,Night,1899-12-31T00:02:42.000Z,00:02:42,0,2,42
2422252,Abel  Slane,male,indian_asian,41,Adult,35–44,Abel 183@mail.com,@Abel 18,Abel ,Gauteng,Active,Break in transmission,Other,2016-02-27T18:43:00.000Z,2016-02-27,February,Saturday,Weekend,20:43,Evening,1899-12-31T00:00:17.000Z,00:00:17,0,0,17
2428274,Lucas  Deblois,male,black,51,Adult,45–54,Lucas 235@mailxyz.com,@Lucas 23,Lucas ,Kwazulu Natal,Active,Supersport Live Events,Sports,2016-01-22T15:05:00.000Z,2016-01-22,January,Friday,Weekday,17:05,Evening,1899-12-31T00:01:16.000Z,00:01:16,0,1,16
543090,Efren  Creager,male,other,32,Young Adult,25–34,Efren 134@abcmail.com,@Efren 13,Efren ,Kwazulu Natal,Active,SuperSport Blitz,Sports,2016-02-22T19:14:00.000Z,2016-02-22,February,Monday,Weekday,21:14,Night,1899-12-31T00:00:00.000Z,00:00:00,0,0,0
918216,Roxane  Lavoie,female,black,29,Young Adult,25–34,Roxane 471@yahoo.com,@Roxane 47,Roxane ,Eastern Cape,Active,Boomerang,Kids,2016-03-30T13:28:00.000Z,2016-03-30,March,Wednesday,Weekday,15:28,Afternoon,1899-12-31T00:00:00.000Z,00:00:00,0,0,0
771941,Charlie  Deblois,male,coloured,24,Young Adult,18–24,Charlie 365@mailxyz.com,@Charlie 36,Charlie ,Western Cape,Active,Trace TV,Music,2016-01-11T03:44:00.000Z,2016-01-11,January,Monday,Weekday,05:44,Morning,1899-12-31T00:23:33.000Z,00:23:33,0,23,33
772333,Irving  Crotty,male,black,28,Young Adult,25–34,Irving 51@yahoo.com,@Irving 5,Irving ,Mpumalanga,Active,SuperSport Blitz,Sports,2016-02-06T10:54:00.000Z,2016-02-06,February,Saturday,Weekend,12:54,Afternoon,1899-12-31T00:00:44.000Z,00:00:44,0,0,44
772855,Samuel  Curran,male,black,30,Young Adult,25–34,Samuel 261@yahoo.com,@Samuel 26,Samuel ,Kwazulu Natal,Active,Supersport Live Events,Sports,2016-03-24T13:37:00.000Z,2016-03-24,March,Thursday,Weekday,15:37,Afternoon,1899-12-31T00:11:30.000Z,00:11:30,0,11,30
773027,Dee  Mosser,male,coloured,39,Adult,35–44,Dee 215@mailxyz.com,@Dee 21,Dee ,Western Cape,Active,Trace TV,Music,2016-03-05T16:16:00.000Z,2016-03-05,March,Saturday,Weekend,18:16,Evening,1899-12-31T00:00:30.000Z,00:00:30,0,0,30
773342,Romeo  Leicht,male,None,50,Adult,45–54,Romeo 375@mailxyz.com,@Romeo 37,Romeo ,Mpumalanga,Active,Channel O,Music,2016-01-27T12:10:00.000Z,2016-01-27,January,Wednesday,Weekday,14:10,Afternoon,1899-12-31T00:05:57.000Z,00:05:57,0,5,57
788877,Katharina  Condie,female,coloured,26,Young Adult,25–34,Katharina 414@abcmail.com,@Katharina 41,Katharina ,Western Cape,Active,Channel O,Music,2016-01-10T15:38:00.000Z,2016-01-10,January,Sunday,Weekend,17:38,Evening,1899-12-31T00:00:36.000Z,00:00:36,0,0,36
789269,Shane  Hoadley,male,black,32,Young Adult,25–34,Shane 21@yahoo.com,@Shane 2,Shane ,Kwazulu Natal,Active,SuperSport Blitz,Sports,2016-01-11T16:08:00.000Z,2016-01-11,January,Monday,Weekday,18:08,Evening,1899-12-31T00:14:38.000Z,00:14:38,0,14,38
805381,Raymundo  Lavoie,male,None,29,Young Adult,25–34,Raymundo 433@mail.com,@Raymundo 43,Raymundo ,Western Cape,Active,Supersport Live Events,Sports,2016-02-25T07:32:00.000Z,2016-02-25,February,Thursday,Weekday,09:32,Morning,1899-12-31T00:03:14.000Z,00:03:14,0,3,14
808926,Bret  Mccollum,male,coloured,22,Young Adult,18–24,Bret 313@mail.com,@Bret 31,Bret ,Western Cape,Active,Channel O,Music,2016-02-21T06:27:00.000Z,2016-02-21,February,Sunday,Weekend,08:27,Morning,1899-12-31T00:01:48.000Z,00:01:48,0,1,48
808930,Claud  Marek,male,indian_asian,35,Adult,35–44,Claud 345@mailxyz.com,@Claud 34,Claud ,Limpopo,Active,ICC Cricket World Cup 2011,Sports,2016-02-24T08:33:00.000Z,2016-02-24,February,Wednesday,Weekday,10:33,Morning,1899-12-31T00:03:44.000Z,00:03:44,0,3,44
809056,Randy  Mina,male,coloured,43,Adult,35–44,Randy 395@mailxyz.com,@Randy 39,Randy ,Western Cape,Active,DStv Events 1,Other,2016-03-26T22:47:00.000Z,2016-03-27,March,Sunday,Weekend,00:47,Night,1899-12-31T00:01:15.000Z,00:01:15,0,1,15
809209,Garry  Holt,male,None,24,Young Adult,18–24,Garry 283@mail.com,@Garry 28,Garry ,Western Cape,Active,Boomerang,Kids,2016-01-09T11:19:00.000Z,2016-01-09,January,Saturday,Weekend,13:19,Afternoon,1899-12-31T00:00:59.000Z,00:00:59,0,0,59
809311,Garry  Fudge,male,coloured,30,Young Adult,25–34,Garry 284@abcmail.com,@Garry 28,Garry ,Western Cape,Active,Supersport Live Events,Sports,2016-02-25T16:43:00.000Z,2016-02-25,February,Thursday,Weekday,18:43,Evening,1899-12-31T00:00:42.000Z,00:00:42,0,0,42
809547,Lucas  Mcclaine,male,indian_asian,38,Adult,35–44,Lucas 234@abcmail.com,@Lucas 23,Lucas ,Gauteng,Active,SuperSport Blitz,Sports,2016-03-18T06:16:00.000Z,2016-03-18,March,Friday,Weekday,08:16,Morning,1899-12-31T00:00:32.000Z,00:00:32,0,0,32
809675,Stacy  Borelli,male,white,60,Senior,55–64,Stacy 274@abcmail.com,@Stacy 27,Stacy ,Kwazulu Natal,Active,Supersport Live Events,Sports,2016-02-25T06:25:00.000Z,2016-02-25,February,Thursday,Weekday,08:25,Morning,1899-12-31T00:15:36.000Z,00:15:36,0,15,36
809715,Emerson  Shkreli,male,black,41,Adult,35–44,Emerson 241@yahoo.com,@Emerson 24,Emerson ,Mpumalanga,Active,Cartoon Network,Kids,2016-03-05T06:50:00.000Z,2016-03-05,March,Saturday,Weekend,08:50,Morning,1899-12-31T00:01:14.000Z,00:01:14,0,1,14
809861,Art  Pascarella,male,black,28,Young Adult,25–34,Art 402@gmail.com,@Art 40,Art ,Gauteng,Active,ICC Cricket World Cup 2011,Sports,2016-02-22T18:52:00.000Z,2016-02-22,February,Monday,Weekday,20:52,Evening,1899-12-31T00:01:06.000Z,00:01:06,0,1,6
809871,Chas  Styer,male,black,15,Teen,Under 18,Chas 353@mail.com,@Chas 35,Chas ,Kwazulu Natal,Active,SawSee,Other,2016-02-16T22:22:00.000Z,2016-02-17,February,Wednesday,Weekday,00:22,Night,1899-12-31T00:00:32.000Z,00:00:32,0,0,32
810066,Art  Singer,male,black,22,Young Adult,18–24,Art 402@gmail.com,@Art 40,Art ,Gauteng,Active,Supersport Live Events,Sports,2016-02-26T21:22:00.000Z,2016-02-26,February,Friday,Weekday,23:22,Night,1899-12-31T00:00:00.000Z,00:00:00,0,0,0
810151,Bernardo  Gettys,male,black,28,Young Adult,25–34,Bernardo 324@abcmail.com,@Bernardo 32,Bernardo ,Eastern Cape,Active,Channel O,Music,2016-01-30T00:02:00.000Z,2016-01-30,January,Saturday,Weekend,02:02,Night,1899-12-31T00:30:18.000Z,00:30:18,0,30,18
810264,Chas  Arrieta,male,black,23,Young Adult,18–24,Chas 353@mail.com,@Chas 35,Chas ,Gauteng,Active,SawSee,Other,2016-02-17T16:48:00.000Z,2016-02-17,February,Wednesday,Weekday,18:48,Evening,1899-12-31T00:00:13.000Z,00:00:13,0,0,13
810289,Art  Martello,male,black,34,Young Adult,25–34,Art 405@mailxyz.com,@Art 40,Art ,Gauteng,Active,SuperSport Blitz,Sports,2016-03-13T13:20:00.000Z,2016-03-13,March,Sunday,Weekend,15:20,Afternoon,1899-12-31T00:01:02.000Z,00:01:02,0,1,2
820335,Shane  Roquemore,male,indian_asian,17,Teen,Under 18,Shane 22@gmail.com,@Shane 2,Shane ,Gauteng,Active,ICC Cricket World Cup 2011,Sports,2016-03-12T09:38:00.000Z,2016-03-12,March,Saturday,Weekend,11:38,Morning,1899-12-31T00:00:38.000Z,00:00:38,0,0,38
820627,Jacinto  Crotty,male,black,30,Young Adult,25–34,Jacinto 252@gmail.com,@Jacinto 25,Jacinto ,Gauteng,Active,kykNET,Other,2016-03-09T20:06:00.000Z,2016-03-09,March,Wednesday,Weekday,22:06,Night,1899-12-31T00:09:12.000Z,00:09:12,0,9,12
866244,Efren  Sieren,male,black,26,Young Adult,25–34,Efren 135@mailxyz.com,@Efren 13,Efren ,Western Cape,Active,Supersport Live Events,Sports,2016-02-20T13:03:00.000Z,2016-02-20,February,Saturday,Weekend,15:03,Afternoon,1899-12-31T00:00:54.000Z,00:00:54,0,0,54
866878,Stacy  Styer,male,white,36,Adult,35–44,Stacy 272@gmail.com,@Stacy 27,Stacy ,Eastern Cape,Active,Supersport Live Events,Sports,2016-03-08T00:02:00.000Z,2016-03-08,March,Tuesday,Weekday,02:02,Night,1899-12-31T00:00:54.000Z,00:00:54,0,0,54
867080,Len  Pilot,male,white,18,Young Adult,18–24,Len 442@gmail.com,@Len 44,Len ,Gauteng,Active,SawSee,Other,2016-03-05T06:49:00.000Z,2016-03-05,March,Saturday,Weekend,08:49,Morning,1899-12-31T00:00:24.000Z,00:00:24,0,0,24
868043,Loyd  Mina,male,white,19,Young Adult,18–24,Loyd 495@mailxyz.com,@Loyd 49,Loyd ,Gauteng,Active,Supersport Live Events,Sports,2016-03-04T05:59:00.000Z,2016-03-04,March,Friday,Weekday,07:59,Morning,1899-12-31T00:00:26.000Z,00:00:26,0,0,26
871104,None None,None,None,0,Child,Under 18,Mellie 494@abcmail.com,None,None,None,Active,SawSee,Other,2016-03-25T20:57:00.000Z,2016-03-25,March,Friday,Weekday,22:57,Night,1899-12-31T00:00:24.000Z,00:00:24,0,0,24
893834,Stacy  Singer,male,black,25,Young Adult,25–34,Stacy 273@mail.com,@Stacy 27,Stacy ,Limpopo,Active,Boomerang,Kids,2016-01-15T12:56:00.000Z,2016-01-15,January,Friday,Weekday,14:56,Afternoon,1899-12-31T00:02:50.000Z,00:02:50,0,2,50
939769,Dion  Curran,male,black,27,Young Adult,25–34,Dion 335@mailxyz.com,@Dion 33,Dion ,Western Cape,Active,Supersport Live Events,Sports,2016-03-24T12:34:00.000Z,2016-03-24,March,Thursday,Weekday,14:34,Afternoon,1899-12-31T00:03:04.000Z,00:03:04,0,3,4
940268,Efren  Mcclaine,male,black,33,Young Adult,25–34,Efren 131@yahoo.com,@Efren 13,Efren ,Gauteng,Active,Africa Magic,Entertainment,2016-03-14T00:04:00.000Z,2016-03-14,March,Monday,Weekday,02:04,Night,1899-12-31T00:31:27.000Z,00:31:27,0,31,27
940329,Zetta  Gettys,female,white,34,Young Adult,25–34,Zetta 123@mail.com,@Zetta 12,Zetta ,Gauteng,Active,ICC Cricket World Cup 2011,Sports,2016-03-30T11:07:00.000Z,2016-03-30,March,Wednesday,Weekday,13:07,Afternoon,1899-12-31T00:08:28.000Z,00:08:28,0,8,28
941006,Rebecka  Shkreli,female,indian_asian,29,Young Adult,25–34,Rebecka 243@mail.com,@Rebecka 24,Rebecka ,Kwazulu Natal,Active,Cartoon Network,Kids,2016-03-05T11:22:00.000Z,2016-03-05,March,Saturday,Weekend,13:22,Afternoon,1899-12-31T00:55:44.000Z,00:55:44,0,55,44
1109231,Samuel  Vital,male,indian_asian,32,Young Adult,25–34,Samuel 263@mail.com,@Samuel 26,Samuel ,Gauteng,Active,Supersport Live Events,Sports,2016-03-24T11:29:00.000Z,2016-03-24,March,Thursday,Weekday,13:29,Afternoon,1899-12-31T01:39:42.000Z,01:39:42,1,39,42
2090790,Len  Tancredi,male,white,41,Adult,35–44,Len 441@yahoo.com,@Len 44,Len ,Gauteng,Active,Supersport Live Events,Sports,2016-03-14T06:37:00.000Z,2016-03-14,March,Monday,Weekday,08:37,Morning,1899-12-31T00:04:36.000Z,00:04:36,0,4,36
2092315,Efren  Shkreli,male,black,55,Adult,55–64,Efren 132@gmail.com,@Efren 13,Efren ,Kwazulu Natal,Active,Africa Magic,Entertainment,2016-03-07T05:37:00.000Z,2016-03-07,March,Monday,Weekday,07:37,Morning,1899-12-31T00:00:16.500Z,00:00:16,0,0,16
2204370,Filiberto  Wigfall,male,black,33,Young Adult,25–34,Filiberto 44@abcmail.com,@Filiberto 4,Filiberto ,Gauteng,Active,Africa Magic,Entertainment,2016-01-11T20:56:00.000Z,2016-01-11,January,Monday,Weekday,22:56,Night,1899-12-31T00:00:38.500Z,00:00:38,0,0,38
2239503,Wilburn  Woolard,male,None,38,Adult,35–44,Wilburn 302@gmail.com,@Wilburn 30,Wilburn ,Western Cape,Active,Africa Magic,Entertainment,2016-02-12T21:06:00.000Z,2016-02-12,February,Friday,Weekday,23:06,Night,1899-12-31T00:01:35.000Z,00:01:35,0,1,35
2255518,Royal  Caves,male,black,56,Adult,55–64,Royal 175@mailxyz.com,@Royal 17,Royal ,Gauteng,Active,ICC Cricket World Cup 2011,Sports,2016-02-24T09:54:00.000Z,2016-02-24,February,Wednesday,Weekday,11:54,Morning,1899-12-31T00:00:00.000Z,00:00:00,0,0,0
2288809,Lucas  Pascarella,male,black,27,Young Adult,25–34,Lucas 234@abcmail.com,@Lucas 23,Lucas ,Western Cape,Active,Supersport Live Events,Sports,2016-03-24T10:49:00.000Z,2016-03-24,March,Thursday,Weekday,12:49,Afternoon,1899-12-31T00:16:00.000Z,00:16:00,0,16,0
2368357,Kip  Curran,male,black,37,Adult,35–44,Kip 141@yahoo.com,@Kip 14,Kip ,Gauteng,Active,SuperSport Blitz,Sports,2016-03-02T12:32:00.000Z,2016-03-02,March,Wednesday,Weekday,14:32,Afternoon,1899-12-31T00:03:52.000Z,00:03:52,0,3,52
2369982,Donald  Hoadley,male,None,39,Adult,35–44,Donald 225@mailxyz.com,@Donald 22,Donald ,Mpumalanga,Active,Africa Magic,Entertainment,2016-03-03T19:31:00.000Z,2016-03-03,March,Thursday,Weekday,21:31,Night,1899-12-31T00:00:21.500Z,00:00:21,0,0,21
252969,Royal  Arrieta,male,coloured,18,Young Adult,18–24,Royal 171@yahoo.com,@Royal 17,Royal ,Eastern Cape,Active,Cartoon Network,Kids,2016-01-21T14:18:00.000Z,2016-01-21,January,Thursday,Weekday,16:18,Afternoon,1899-12-31T00:00:46.000Z,00:00:46,0,0,46
533013,Lloyd  Pilot,male,coloured,56,Adult,55–64,Lloyd 72@gmail.com,@Lloyd 7,Lloyd ,Eastern Cape,Active,Supersport Live Events,Sports,2016-01-06T09:14:00.000Z,2016-01-06,January,Wednesday,Weekday,11:14,Morning,1899-12-31T00:16:44.000Z,00:16:44,0,16,44
624257,Eli  Reisinger,male,black,25,Young Adult,25–34,Eli 295@mailxyz.com,@Eli 29,Eli ,Gauteng,Active,Cartoon Network,Kids,2016-01-12T10:07:00.000Z,2016-01-12,January,Tuesday,Weekday,12:07,Afternoon,1899-12-31T00:00:08.000Z,00:00:08,0,0,8
765679,Royal  Mina,male,black,42,Adult,35–44,Royal 175@mailxyz.com,@Royal 17,Royal ,North West,Active,Africa Magic,Entertainment,2016-01-24T13:15:00.000Z,2016-01-24,January,Sunday,Weekend,15:15,Afternoon,1899-12-31T00:00:06.500Z,00:00:06,0,0,6
771881,Emerson  Reisinger,male,black,31,Young Adult,25–34,Emerson 245@mailxyz.com,@Emerson 24,Emerson ,Gauteng,Active,Boomerang,Kids,2016-03-22T07:26:00.000Z,2016-03-22,March,Tuesday,Weekday,09:26,Morning,1899-12-31T00:00:21.000Z,00:00:21,0,0,21
772147,Brendan  Styer,male,black,29,Young Adult,25–34,Brendan 454@abcmail.com,@Brendan 45,Brendan ,Kwazulu Natal,Active,Trace TV,Music,2016-03-04T16:12:00.000Z,2016-03-04,March,Friday,Weekday,18:12,Evening,1899-12-31T00:01:12.000Z,00:01:12,0,1,12
772311,Bernardo  Pool,male,black,32,Young Adult,25–34,Bernardo 324@abcmail.com,@Bernardo 32,Bernardo ,Mpumalanga,Active,Channel O,Music,2016-02-07T12:20:00.000Z,2016-02-07,February,Sunday,Weekend,14:20,Afternoon,1899-12-31T00:01:12.000Z,00:01:12,0,1,12
772787,Royal  Biggers,male,black,37,Adult,35–44,Royal 175@mailxyz.com,@Royal 17,Royal ,Gauteng,Active,Channel O,Music,2016-01-28T14:33:00.000Z,2016-01-28,January,Thursday,Weekday,16:33,Afternoon,1899-12-31T00:51:03.000Z,00:51:03,0,51,3
773017,Cody  Pascarella,male,coloured,23,Young Adult,18–24,Cody 124@abcmail.com,@Cody 12,Cody ,Gauteng,Active,Channel O,Music,2016-02-06T18:53:00.000Z,2016-02-06,February,Saturday,Weekend,20:53,Evening,1899-12-31T00:03:21.000Z,00:03:21,0,3,21
778959,Earl  Arrieta,male,black,20,Young Adult,18–24,Earl 421@yahoo.com,@Earl 42,Earl ,Gauteng,Active,Cartoon Network,Kids,2016-03-31T09:58:00.000Z,2016-03-31,March,Thursday,Weekday,11:58,Morning,1899-12-31T00:00:32.000Z,00:00:32,0,0,32
788990,Garry  Mccollum,male,black,27,Young Adult,25–34,Garry 284@abcmail.com,@Garry 28,Garry ,Mpumalanga,Active,Trace TV,Music,2016-02-09T20:27:00.000Z,2016-02-09,February,Tuesday,Weekday,22:27,Night,1899-12-31T00:00:30.000Z,00:00:30,0,0,30
789061,Randy  Mccollum,male,black,33,Young Adult,25–34,Randy 395@mailxyz.com,@Randy 39,Randy ,Gauteng,Active,Channel O,Music,2016-02-04T00:02:00.000Z,2016-02-04,February,Thursday,Weekday,02:02,Night,1899-12-31T00:03:12.000Z,00:03:12,0,3,12
789155,Adela  Vital,female,black,36,Adult,35–44,Adela 392@gmail.com,@Adela 39,Adela ,Gauteng,Active,E! Entertainment,Entertainment,2016-02-10T10:46:00.000Z,2016-02-10,February,Wednesday,Weekday,12:46,Afternoon,1899-12-31T00:38:24.000Z,00:38:24,0,38,24
793571,Shelley  Reisinger,female,white,9,Child,Under 18,Shelley 234@abcmail.com,@Shelley 23,Shelley ,Eastern Cape,Active,SawSee,Other,2016-02-02T17:18:00.000Z,2016-02-02,February,Tuesday,Weekday,19:18,Evening,1899-12-31T00:01:33.000Z,00:01:33,0,1,33
808958,Raymundo  Woolard,male,black,25,Young Adult,25–34,Raymundo 432@gmail.com,@Raymundo 43,Raymundo ,Gauteng,Active,Cartoon Network,Kids,2016-02-21T13:56:00.000Z,2016-02-21,February,Sunday,Weekend,15:56,Afternoon,1899-12-31T00:17:16.000Z,00:17:16,0,17,16
808997,Shane  Mccown,male,black,27,Young Adult,25–34,Shane 22@gmail.com,@Shane 2,Shane ,Limpopo,Active,Channel O,Music,2016-03-22T04:33:00.000Z,2016-03-22,March,Tuesday,Weekday,06:33,Morning,1899-12-31T00:06:03.000Z,00:06:03,0,6,3
809000,Kip  Slane,male,black,47,Adult,45–54,Kip 142@gmail.com,@Kip 14,Kip ,Gauteng,Active,Channel O,Music,2016-01-05T05:06:00.000Z,2016-01-05,January,Tuesday,Weekday,07:06,Morning,1899-12-31T00:01:06.000Z,00:01:06,0,1,6
809035,Irving  Tatham,male,indian_asian,42,Adult,35–44,Irving 53@mail.com,@Irving 5,Irving ,Gauteng,Active,ICC Cricket World Cup 2011,Sports,2016-02-22T16:43:00.000Z,2016-02-22,February,Monday,Weekday,18:43,Evening,1899-12-31T00:01:38.000Z,00:01:38,0,1,38
809076,Filiberto  Zweifel,male,coloured,27,Young Adult,25–34,Filiberto 44@abcmail.com,@Filiberto 4,Filiberto ,Western Cape,Active,Africa Magic,Entertainment,2016-02-27T06:37:00.000Z,2016-02-27,February,Saturday,Weekend,08:37,Morning,1899-12-31T00:02:44.500Z,00:02:44,0,2,44
809102,Hyman  Sieren,male,indian_asian,34,Young Adult,25–34,Hyman 83@mail.com,@Hyman 8,Hyman ,Kwazulu Natal,Active,SawSee,Other,2016-02-22T12:13:00.000Z,2016-02-22,February,Monday,Weekday,14:13,Afternoon,1899-12-31T00:14:41.000Z,00:14:41,0,14,41
809197,Dion  Styer,male,coloured,29,Young Adult,25–34,Dion 335@mailxyz.com,@Dion 33,Dion ,Western Cape,Active,Supersport Live Events,Sports,2016-02-15T20:23:00.000Z,2016-02-15,February,Monday,Weekday,22:23,Night,1899-12-31T00:00:00.000Z,00:00:00,0,0,0
809198,Yong  Arrieta,male,black,32,Young Adult,25–34,Yong 483@mail.com,@Yong 48,Yong ,Mpumalanga,Active,Supersport Live Events,Sports,2016-02-05T12:13:00.000Z,2016-02-05,February,Friday,Weekday,14:13,Afternoon,1899-12-31T00:21:26.000Z,00:21:26,0,21,26
809369,Donald  Marek,male,coloured,33,Young Adult,25–34,Donald 221@yahoo.com,@Donald 22,Donald ,Western Cape,Active,ICC Cricket World Cup 2011,Sports,2016-03-12T10:51:00.000Z,2016-03-12,March,Saturday,Weekend,12:51,Afternoon,1899-12-31T00:32:00.000Z,00:32:00,0,32,0
809567,Kyle  Tatham,male,indian_asian,29,Young Adult,25–34,Kyle 65@mailxyz.com,@Kyle 6,Kyle ,Mpumalanga,Active,ICC Cricket World Cup 2011,Sports,2016-02-26T13:43:00.000Z,2016-02-26,February,Friday,Weekday,15:43,Afternoon,1899-12-31T00:13:06.000Z,00:13:06,0,13,6
809903,Jared  Caves,male,black,23,Young Adult,18–24,Jared 503@mail.com,@Jared 50,Jared ,Limpopo,Active,Supersport Live Events,Sports,2016-02-19T15:42:00.000Z,2016-02-19,February,Friday,Weekday,17:42,Evening,1899-12-31T00:01:18.000Z,00:01:18,0,1,18
810000,Art  Pool,male,black,27,Young Adult,25–34,Art 401@yahoo.com,@Art 40,Art ,Gauteng,Active,Channel O,Music,2016-03-18T13:52:00.000Z,2016-03-18,March,Friday,Weekday,15:52,Afternoon,1899-12-31T02:05:42.000Z,02:05:42,2,5,42
810135,Hollis  Biggers,male,black,24,Young Adult,18–24,Hollis 382@gmail.com,@Hollis 38,Hollis ,Limpopo,Active,Supersport Live Events,Sports,2016-02-11T16:41:00.000Z,2016-02-11,February,Thursday,Weekday,18:41,Evening,1899-12-31T00:00:16.000Z,00:00:16,0,0,16
810340,Garry  Deblois,male,coloured,44,Adult,35–44,Garry 281@yahoo.com,@Garry 28,Garry ,Western Cape,Active,Cartoon Network,Kids,2016-01-29T16:02:00.000Z,2016-01-29,January,Friday,Weekday,18:02,Evening,1899-12-31T00:00:49.000Z,00:00:49,0,0,49
810571,Epifania  Crotty,female,black,39,Adult,35–44,Epifania 73@mail.com,@Epifania 7,Epifania ,Kwazulu Natal,Active,Cartoon Network,Kids,2016-03-11T14:52:00.000Z,2016-03-11,March,Friday,Weekday,16:52,Afternoon,1899-12-31T00:00:03.000Z,00:00:03,0,0,3
831030,Wilton  Tancredi,male,coloured,26,Young Adult,25–34,Wilton 414@abcmail.com,@Wilton 41,Wilton ,Western Cape,Active,Channel O,Music,2016-03-07T18:58:00.000Z,2016-03-07,March,Monday,Weekday,20:58,Evening,1899-12-31T00:01:18.000Z,00:01:18,0,1,18
