UserID,Name,Surname,Gender,Race,Age,Age_Group,Age_Category,Email,Social Media Handle,Province
810051,Winona ,Wigfall,female,indian_asian,22,Young Adult,18–24,Winona 71@yahoo.com,Social Media Handle,Gauteng
810052,Kyle ,Pascarella,male,indian_asian,20,Young Adult,18–24,Kyle 64@abcmail.com,Social Media Handle,Limpopo
810063,Michel ,Pascarella,male,coloured,28,Young Adult,25–34,Michel 203@mail.com,Social Media Handle,Eastern Cape
810066,Art ,Singer,male,black,22,Young Adult,18–24,Art 402@gmail.com,Social Media Handle,Gauteng
810068,Romeo ,Borelli,male,black,40,Adult,35–44,Romeo 375@mailxyz.com,Social Media Handle,Limpopo
810075,Loyd ,Shkreli,male,black,40,Adult,35–44,Loyd 494@abcmail.com,Social Media Handle,Kwazulu Natal
810077,Chas ,Singer,male,coloured,57,Adult,55–64,Chas 355@mailxyz.com,Social Media Handle,Northern Cape
810079,Brendan ,Luthy,male,black,30,Young Adult,25–34,Brendan 451@yahoo.com,Social Media Handle,Gauteng
810080,Irving ,Pascarella,male,black,10,Child,Under 18,Irving 54@abcmail.com,Social Media Handle,Gauteng
810081,Len ,Jacox,male,coloured,43,Adult,35–44,Len 443@mail.com,Social Media Handle,Gauteng
810087,Sharri ,Tatham,female,black,19,Young Adult,18–24,Sharri 215@mailxyz.com,Social Media Handle,Limpopo
810088,Charlie ,Mccown,male,black,29,Young Adult,25–34,Charlie 362@gmail.com,Social Media Handle,Eastern Cape
810092,Randy ,Mcculloch,male,None,41,Adult,35–44,Randy 393@mail.com,Social Media Handle,Kwazulu Natal
810095,Loris ,Hier,female,white,41,Adult,35–44,Loris 22@gmail.com,Social Media Handle,Gauteng
810099,Donald ,Bilyeu,male,indian_asian,25,Young Adult,25–34,Donald 222@gmail.com,Social Media Handle,Kwazulu Natal
810100,Raymundo ,Borelli,male,indian_asian,19,Young Adult,18–24,Raymundo 431@yahoo.com,Social Media Handle,Limpopo
810104,Romeo ,Holt,male,black,24,Young Adult,18–24,Romeo 375@mailxyz.com,Social Media Handle,Limpopo
810105,Garry ,Mccollum,male,None,43,Adult,35–44,Garry 283@mail.com,Social Media Handle,Gauteng
810106,Donald ,Reisinger,male,indian_asian,29,Young Adult,25–34,Donald 224@abcmail.com,Social Media Handle,Gauteng
810110,Hyman ,Borelli,male,black,51,Adult,45–54,Hyman 85@mailxyz.com,Social Media Handle,Gauteng
810113,Charlie ,Leicht,male,coloured,27,Young Adult,25–34,Charlie 361@yahoo.com,Social Media Handle,Eastern Cape
810117,Robby ,Reisinger,male,coloured,32,Young Adult,25–34,Robby 163@mail.com,Social Media Handle,Western Cape
810118,Len ,Singer,male,black,49,Adult,45–54,Len 442@gmail.com,Social Media Handle,Western Cape
810119,Donald ,Deblois,male,black,19,Young Adult,18–24,Donald 222@gmail.com,Social Media Handle,Gauteng
810121,Michel ,Mastrangelo,male,coloured,44,Adult,35–44,Michel 205@mailxyz.com,Social Media Handle,Western Cape
810126,Blanca ,Slane,female,white,20,Young Adult,18–24,Blanca 93@mail.com,Social Media Handle,North West
810131,Michel ,Shkreli,male,black,30,Young Adult,25–34,Michel 202@gmail.com,Social Media Handle,North West
810135,Hollis ,Biggers,male,black,24,Young Adult,18–24,Hollis 382@gmail.com,Social Media Handle,Limpopo
810144,Charlie ,Hier,male,black,28,Young Adult,25–34,Charlie 364@abcmail.com,Social Media Handle,Western Cape
810145,Stephen ,Zweifel,male,black,31,Young Adult,25–34,Stephen 154@abcmail.com,Social Media Handle,Limpopo
810151,Bernardo ,Gettys,male,black,28,Young Adult,25–34,Bernardo 324@abcmail.com,Social Media Handle,Eastern Cape
810157,Yong ,Biggers,male,None,44,Adult,35–44,Yong 484@abcmail.com,Social Media Handle,Western Cape
810164,Charlie ,Hier,male,black,34,Young Adult,25–34,Charlie 362@gmail.com,Social Media Handle,Mpumalanga
810167,Emilie ,Deblois,female,black,33,Young Adult,25–34,Emilie 285@mailxyz.com,Social Media Handle,Gauteng
810168,Markus ,Borelli,male,black,32,Young Adult,25–34,Markus 192@gmail.com,Social Media Handle,Gauteng
810169,Yong ,Arrieta,male,white,31,Young Adult,25–34,Yong 485@mailxyz.com,Social Media Handle,Eastern Cape
810175,Hyman ,Tancredi,male,coloured,30,Young Adult,25–34,Hyman 84@abcmail.com,Social Media Handle,Eastern Cape
810176,Hugh,Mccown,male,indian_asian,24,Young Adult,18–24,Hugh14@abcmail.com,Social Media Handle,Limpopo
810186,Earline ,Zweifel,female,black,21,Young Adult,18–24,Earline 375@mailxyz.com,Social Media Handle,North West
810187,Earl ,Paradis,male,coloured,42,Adult,35–44,Earl 424@abcmail.com,Social Media Handle,Gauteng
810189,Cory ,Tancredi,male,indian_asian,49,Adult,45–54,Cory 105@mailxyz.com,Social Media Handle,Limpopo
810194,Hollis ,Vital,male,black,39,Adult,35–44,Hollis 382@gmail.com,Social Media Handle,Eastern Cape
810197,Jacinto ,Shkreli,male,coloured,27,Young Adult,25–34,Jacinto 253@mail.com,Social Media Handle,Gauteng
810198,Chas ,Fudge,male,white,51,Adult,45–54,Chas 355@mailxyz.com,Social Media Handle,Western Cape
810204,Valentine ,Condie,male,black,40,Adult,35–44,Valentine 473@mail.com,Social Media Handle,Gauteng
810205,Emerson ,Sieren,male,indian_asian,31,Young Adult,25–34,Emerson 243@mail.com,Social Media Handle,Gauteng
810210,Bernardo ,Mcculloch,male,black,42,Adult,35–44,Bernardo 322@gmail.com,Social Media Handle,Mpumalanga
810215,Stacy ,Sytsma,male,black,41,Adult,35–44,Stacy 271@yahoo.com,Social Media Handle,Mpumalanga
810224,Emerson ,Mastrangelo,male,black,45,Adult,45–54,Emerson 242@gmail.com,Social Media Handle,Gauteng
810226,Wilburn ,Lavoie,male,black,24,Young Adult,18–24,Wilburn 303@mail.com,Social Media Handle,North West
810231,Valentine ,Reisinger,male,black,47,Adult,45–54,Valentine 475@mailxyz.com,Social Media Handle,Gauteng
810235,Royal ,Singer,male,indian_asian,36,Adult,35–44,Royal 173@mail.com,Social Media Handle,Gauteng
810240,None,None,None,None,0,Child,Under 18,Earline 24@abcmail.com,Social Media Handle,None
810243,Brendan ,Borelli,male,black,24,Young Adult,18–24,Brendan 455@mailxyz.com,Social Media Handle,North West
810244,Chas ,Creager,male,coloured,25,Young Adult,25–34,Chas 355@mailxyz.com,Social Media Handle,Western Cape
810246,Markus ,Nicholls,male,other,15,Teen,Under 18,Markus 193@mail.com,Social Media Handle,Eastern Cape
810249,Wilburn ,Bilyeu,male,indian_asian,29,Young Adult,25–34,Wilburn 301@yahoo.com,Social Media Handle,Kwazulu Natal
810253,Garry ,Bilyeu,male,black,27,Young Adult,25–34,Garry 281@yahoo.com,Social Media Handle,North West
810258,Lucas ,Roquemore,male,black,35,Adult,35–44,Lucas 234@abcmail.com,Social Media Handle,Eastern Cape
810259,Yong ,Holt,male,black,29,Young Adult,25–34,Yong 483@mail.com,Social Media Handle,North West
810264,Chas ,Arrieta,male,black,23,Young Adult,18–24,Chas 353@mail.com,Social Media Handle,Gauteng
810268,Efren ,Shkreli,male,black,24,Young Adult,18–24,Efren 134@abcmail.com,Social Media Handle,Mpumalanga
810279,Hugh,Restivo,male,None,39,Adult,35–44,Hugh15@mailxyz.com,Social Media Handle,Western Cape
810280,Carter ,Mcclaine,male,None,45,Adult,45–54,Carter 31@yahoo.com,Social Media Handle,Western Cape
810281,Hyman ,Deblois,male,coloured,38,Adult,35–44,Hyman 83@mail.com,Social Media Handle,Western Cape
810282,Markus ,Mastrangelo,male,black,26,Young Adult,25–34,Markus 193@mail.com,Social Media Handle,Gauteng
810286,Lucas ,Condie,male,white,31,Young Adult,25–34,Lucas 235@mailxyz.com,Social Media Handle,North West
810287,Irving ,Jacox,male,black,24,Young Adult,18–24,Irving 51@yahoo.com,Social Media Handle,Mpumalanga
810289,Art ,Martello,male,black,34,Young Adult,25–34,Art 405@mailxyz.com,Social Media Handle,Gauteng
810290,Cody ,Borelli,male,white,45,Adult,45–54,Cody 123@mail.com,Social Media Handle,Gauteng
810291,Lucas ,Caves,male,white,19,Young Adult,18–24,Lucas 233@mail.com,Social Media Handle,Mpumalanga
810293,Chas ,Beville,male,white,36,Adult,35–44,Chas 355@mailxyz.com,Social Media Handle,Western Cape
810295,Katharina ,Condie,female,coloured,44,Adult,35–44,Katharina 253@mail.com,Social Media Handle,Western Cape
810300,Lloyd ,Mastrangelo,male,black,24,Young Adult,18–24,Lloyd 74@abcmail.com,Social Media Handle,Limpopo
810304,Bernardo ,Vital,male,coloured,24,Young Adult,18–24,Bernardo 322@gmail.com,Social Media Handle,Gauteng
810307,Cody ,Beville,male,indian_asian,22,Young Adult,18–24,Cody 123@mail.com,Social Media Handle,Eastern Cape
810309,Michel ,Pool,male,indian_asian,27,Young Adult,25–34,Michel 202@gmail.com,Social Media Handle,Eastern Cape
810310,Wilburn ,Tatham,male,white,28,Young Adult,25–34,Wilburn 302@gmail.com,Social Media Handle,Eastern Cape
810328,Lane ,Bilyeu,male,other,42,Adult,35–44,Lane 112@gmail.com,Social Media Handle,Gauteng
810329,Michel ,Sieren,male,black,44,Adult,35–44,Michel 204@abcmail.com,Social Media Handle,Limpopo
810332,Carter ,Tancredi,male,black,40,Adult,35–44,Carter 34@abcmail.com,Social Media Handle,Gauteng
810333,Abel ,Mccown,male,indian_asian,24,Young Adult,18–24,Abel 185@mailxyz.com,Social Media Handle,Limpopo
810334,Michel ,Langenfeld,male,coloured,43,Adult,35–44,Michel 201@yahoo.com,Social Media Handle,Gauteng
810339,Hugh,Sieren,male,coloured,34,Young Adult,25–34,Hugh11@yahoo.com,Social Media Handle,Western Cape
810340,Garry ,Deblois,male,coloured,44,Adult,35–44,Garry 281@yahoo.com,Social Media Handle,Western Cape
810341,Bret ,Tancredi,male,None,26,Young Adult,25–34,Bret 312@gmail.com,Social Media Handle,Gauteng
810344,Dion ,Roquemore,male,white,30,Young Adult,25–34,Dion 332@gmail.com,Social Media Handle,North West
810346,Bernardo ,Wigfall,male,black,30,Young Adult,25–34,Bernardo 325@mailxyz.com,Social Media Handle,Kwazulu Natal
810349,Shane ,Restivo,male,black,36,Adult,35–44,Shane 21@yahoo.com,Social Media Handle,Gauteng
810357,Michel ,Caves,male,coloured,52,Adult,45–54,Michel 205@mailxyz.com,Social Media Handle,Kwazulu Natal
810359,Wilburn ,Hoadley,male,black,39,Adult,35–44,Wilburn 305@mailxyz.com,Social Media Handle,Gauteng
810367,Cory ,Wigfall,male,coloured,33,Young Adult,25–34,Cory 105@mailxyz.com,Social Media Handle,Western Cape
810376,Brendan ,Pool,male,white,49,Adult,45–54,Brendan 451@yahoo.com,Social Media Handle,Gauteng
810381,Dee ,Nicholls,male,coloured,44,Adult,35–44,Dee 212@gmail.com,Social Media Handle,Western Cape
810383,Wilton ,Beville,male,indian_asian,45,Adult,45–54,Wilton 413@mail.com,Social Media Handle,Western Cape
810386,Shane ,Mina,male,black,33,Young Adult,25–34,Shane 24@abcmail.com,Social Media Handle,Kwazulu Natal
810387,Carter ,Lavoie,male,indian_asian,31,Young Adult,25–34,Carter 33@mail.com,Social Media Handle,Gauteng
810390,Jacinto ,Curran,male,white,38,Adult,35–44,Jacinto 251@yahoo.com,Social Media Handle,Gauteng
810400,Carlota ,Tancredi,female,black,46,Adult,45–54,Carlota 324@abcmail.com,Social Media Handle,Kwazulu Natal
810402,Blanca ,Slane,female,indian_asian,48,Adult,45–54,Blanca 485@mailxyz.com,Social Media Handle,Gauteng
810403,Haywood ,Deblois,male,white,47,Adult,45–54,Haywood 95@mailxyz.com,Social Media Handle,Gauteng
810406,Michel ,Sieren,male,white,38,Adult,35–44,Michel 204@abcmail.com,Social Media Handle,Gauteng
810407,Romeo ,Slane,male,None,32,Young Adult,25–34,Romeo 374@abcmail.com,Social Media Handle,Gauteng
810408,Hugh,Marek,male,coloured,33,Young Adult,25–34,Hugh14@abcmail.com,Social Media Handle,Western Cape
810409,Samuel ,Pool,male,None,53,Adult,45–54,Samuel 262@gmail.com,Social Media Handle,Gauteng
810411,Lucas ,Restivo,male,white,56,Adult,55–64,Lucas 234@abcmail.com,Social Media Handle,Gauteng
810414,Irmgard ,Bilyeu,female,black,54,Adult,45–54,Irmgard 124@abcmail.com,Social Media Handle,Mpumalanga
810424,Hyman ,Creager,male,white,30,Young Adult,25–34,Hyman 85@mailxyz.com,Social Media Handle,Gauteng
810435,Bernardo ,Mcculloch,male,black,26,Young Adult,25–34,Bernardo 322@gmail.com,Social Media Handle,Western Cape
810440,Hollis ,Jacox,male,None,44,Adult,35–44,Hollis 382@gmail.com,Social Media Handle,Gauteng
810445,Bernardo ,Deblois,male,None,33,Young Adult,25–34,Bernardo 322@gmail.com,Social Media Handle,Western Cape
810446,Shane ,Restivo,male,white,44,Adult,35–44,Shane 22@gmail.com,Social Media Handle,Western Cape
810454,Bret ,Paradis,male,indian_asian,56,Adult,55–64,Bret 314@abcmail.com,Social Media Handle,Kwazulu Natal
810455,Robby ,Reisinger,male,None,65,Senior,65+,Robby 162@gmail.com,Social Media Handle,Gauteng
810460,Shane ,Mccollum,male,coloured,26,Young Adult,25–34,Shane 23@mail.com,Social Media Handle,Western Cape
810463,Shane ,Martello,male,other,34,Young Adult,25–34,Shane 22@gmail.com,Social Media Handle,Western Cape
810467,Valentine ,Tancredi,male,indian_asian,36,Adult,35–44,Valentine 473@mail.com,Social Media Handle,Mpumalanga
810468,Samuel ,Sytsma,male,indian_asian,30,Young Adult,25–34,Samuel 263@mail.com,Social Media Handle,Gauteng
810473,Randy ,Condie,male,None,42,Adult,35–44,Randy 394@abcmail.com,Social Media Handle,Gauteng
810474,Malika ,Sieren,female,indian_asian,32,Young Adult,25–34,Malika 152@gmail.com,Social Media Handle,Gauteng
810478,Garry ,Zweifel,male,None,43,Adult,35–44,Garry 284@abcmail.com,Social Media Handle,Limpopo
810481,Wilton ,Creager,male,white,29,Young Adult,25–34,Wilton 414@abcmail.com,Social Media Handle,Gauteng
810484,Dion ,Condie,male,None,23,Young Adult,18–24,Dion 333@mail.com,Social Media Handle,Mpumalanga
810486,Hyman ,Tancredi,male,white,38,Adult,35–44,Hyman 84@abcmail.com,Social Media Handle,Gauteng
810487,Stacy ,Condie,male,coloured,45,Adult,45–54,Stacy 274@abcmail.com,Social Media Handle,Western Cape
810488,Romeo ,Sieren,male,black,28,Young Adult,25–34,Romeo 372@gmail.com,Social Media Handle,Limpopo
810495,Royal ,Wigfall,male,white,33,Young Adult,25–34,Royal 175@mailxyz.com,Social Media Handle,Eastern Cape
810498,Kip ,Restivo,male,white,40,Adult,35–44,Kip 141@yahoo.com,Social Media Handle,Mpumalanga
810500,Irmgard ,Bilyeu,female,black,40,Adult,35–44,Irmgard 341@yahoo.com,Social Media Handle,Eastern Cape
810506,Cody ,Hier,male,white,43,Adult,35–44,Cody 121@yahoo.com,Social Media Handle,Western Cape
810507,Hugh,Mosser,male,coloured,38,Adult,35–44,Hugh15@mailxyz.com,Social Media Handle,Western Cape
810508,Jared ,Mcclaine,male,white,53,Adult,45–54,Jared 502@gmail.com,Social Media Handle,Gauteng
810511,Lane ,Styer,male,black,24,Young Adult,18–24,Lane 114@abcmail.com,Social Media Handle,Western Cape
810513,Yolonda ,Pascarella,female,black,36,Adult,35–44,Yolonda 103@mail.com,Social Media Handle,Gauteng
810522,Carlota ,Tancredi,female,black,50,Adult,45–54,Carlota 314@abcmail.com,Social Media Handle,Eastern Cape
810523,Efren ,Vital,male,white,51,Adult,45–54,Efren 132@gmail.com,Social Media Handle,Gauteng
810525,Shane ,Zweifel,male,white,48,Adult,45–54,Shane 21@yahoo.com,Social Media Handle,Gauteng
810526,Art ,Hier,male,black,31,Young Adult,25–34,Art 403@mail.com,Social Media Handle,Mpumalanga
810533,Dee ,Hier,male,black,49,Adult,45–54,Dee 213@mail.com,Social Media Handle,Gauteng
810534,Lucas ,Crotty,male,white,24,Young Adult,18–24,Lucas 235@mailxyz.com,Social Media Handle,Gauteng
810536,Kip ,Mina,male,white,24,Young Adult,18–24,Kip 143@mail.com,Social Media Handle,Mpumalanga
810537,Bess ,Jacox,female,coloured,34,Young Adult,25–34,Bess 291@yahoo.com,Social Media Handle,Mpumalanga
810543,Cordie ,Singer,female,indian_asian,53,Adult,45–54,Cordie 102@gmail.com,Social Media Handle,Mpumalanga
810546,Haywood ,Caves,male,black,33,Young Adult,25–34,Haywood 91@yahoo.com,Social Media Handle,Gauteng
810547,Filiberto ,Reisinger,male,coloured,32,Young Adult,25–34,Filiberto 44@abcmail.com,Social Media Handle,Gauteng
810555,Jared ,Zweifel,male,black,34,Young Adult,25–34,Jared 505@mailxyz.com,Social Media Handle,North West
810557,Donald ,Arrieta,male,black,26,Young Adult,25–34,Donald 223@mail.com,Social Media Handle,Gauteng
810558,Cory ,Roquemore,male,white,30,Young Adult,25–34,Cory 104@abcmail.com,Social Media Handle,Northern Cape
810560,Hyman ,Mcculloch,male,black,47,Adult,45–54,Hyman 85@mailxyz.com,Social Media Handle,Gauteng
810563,Jared ,Sieren,male,black,29,Young Adult,25–34,Jared 504@abcmail.com,Social Media Handle,Gauteng
810564,Haywood ,Mina,male,coloured,37,Adult,35–44,Haywood 94@abcmail.com,Social Media Handle,Western Cape
810565,Charlie ,Singer,male,black,44,Adult,35–44,Charlie 363@mail.com,Social Media Handle,Gauteng
810568,Samuel ,Condie,male,black,40,Adult,35–44,Samuel 264@abcmail.com,Social Media Handle,Gauteng
810569,Charlie ,Roquemore,male,black,34,Young Adult,25–34,Charlie 362@gmail.com,Social Media Handle,Western Cape
810571,Epifania ,Crotty,female,black,39,Adult,35–44,Epifania 73@mail.com,Social Media Handle,Kwazulu Natal
810572,Jared ,Hier,male,None,22,Young Adult,18–24,Jared 505@mailxyz.com,Social Media Handle,Western Cape
810573,Wilburn ,Pool,male,white,18,Young Adult,18–24,Wilburn 302@gmail.com,Social Media Handle,Gauteng
810574,Dion ,Reisinger,male,indian_asian,48,Adult,45–54,Dion 333@mail.com,Social Media Handle,Kwazulu Natal
810579,Kyle ,Styer,male,None,50,Adult,45–54,Kyle 61@yahoo.com,Social Media Handle,Western Cape
810581,Cody ,Woolard,male,other,44,Adult,35–44,Cody 121@yahoo.com,Social Media Handle,Western Cape
810586,Yolonda ,Pascarella,female,black,34,Young Adult,25–34,Yolonda 261@yahoo.com,Social Media Handle,Western Cape
810587,Jacinto ,Shkreli,male,black,52,Adult,45–54,Jacinto 252@gmail.com,Social Media Handle,Kwazulu Natal
810593,Gretta ,Mosser,female,black,51,Adult,45–54,Gretta 504@abcmail.com,Social Media Handle,Limpopo
810594,Cody ,Caves,male,coloured,31,Young Adult,25–34,Cody 125@mailxyz.com,Social Media Handle,Western Cape
810599,Stefan ,Mcclaine,male,coloured,32,Young Adult,25–34,Stefan 463@mail.com,Social Media Handle,Western Cape
810604,Yong ,Slane,male,None,47,Adult,45–54,Yong 484@abcmail.com,Social Media Handle,Gauteng
810605,Hugh,Crotty,male,indian_asian,31,Young Adult,25–34,Hugh13@mail.com,Social Media Handle,Limpopo
810608,Claud ,Biggers,male,coloured,44,Adult,35–44,Claud 342@gmail.com,Social Media Handle,Western Cape
810609,Valentine ,Tatham,male,black,26,Young Adult,25–34,Valentine 474@abcmail.com,Social Media Handle,Mpumalanga
810611,Lloyd ,Biggers,male,coloured,39,Adult,35–44,Lloyd 72@gmail.com,Social Media Handle,Mpumalanga
810614,Wilburn ,Luthy,male,black,28,Young Adult,25–34,Wilburn 302@gmail.com,Social Media Handle,Mpumalanga
810617,Kip ,Arrieta,male,indian_asian,24,Young Adult,18–24,Kip 144@abcmail.com,Social Media Handle,Kwazulu Natal
810619,Jared ,Curran,male,None,22,Young Adult,18–24,Jared 505@mailxyz.com,Social Media Handle,Western Cape
810627,Art ,Mosser,male,black,26,Young Adult,25–34,Art 404@abcmail.com,Social Media Handle,Mpumalanga
810638,Brendan ,Slane,male,white,32,Young Adult,25–34,Brendan 455@mailxyz.com,Social Media Handle,Gauteng
810643,Chas ,Marek,male,black,42,Adult,35–44,Chas 353@mail.com,Social Media Handle,Mpumalanga
810645,Emerson ,Styer,male,None,31,Young Adult,25–34,Emerson 245@mailxyz.com,Social Media Handle,Mpumalanga
810648,Jacinto ,Paradis,male,indian_asian,43,Adult,35–44,Jacinto 253@mail.com,Social Media Handle,Kwazulu Natal
810649,Michel ,Borelli,male,white,20,Young Adult,18–24,Michel 205@mailxyz.com,Social Media Handle,Gauteng
810650,Seema ,Fudge,female,white,55,Adult,55–64,Seema 155@mailxyz.com,Social Media Handle,Gauteng
810651,Royal ,Bilyeu,male,indian_asian,38,Adult,35–44,Royal 175@mailxyz.com,Social Media Handle,Limpopo
810654,Michel ,Singer,male,coloured,28,Young Adult,25–34,Michel 205@mailxyz.com,Social Media Handle,Western Cape
810663,Efren ,Tancredi,male,white,41,Adult,35–44,Efren 132@gmail.com,Social Media Handle,Gauteng
810665,Anette ,Leicht,female,black,35,Adult,35–44,Anette 354@abcmail.com,Social Media Handle,Gauteng
810669,Efren ,Slane,male,None,41,Adult,35–44,Efren 133@mail.com,Social Media Handle,Gauteng
810670,Lloyd ,Bilyeu,male,None,60,Senior,55–64,Lloyd 74@abcmail.com,Social Media Handle,Gauteng
810671,Bernardo ,Martello,male,None,27,Young Adult,25–34,Bernardo 321@yahoo.com,Social Media Handle,Kwazulu Natal
810672,Donald ,Condie,male,coloured,46,Adult,45–54,Donald 223@mail.com,Social Media Handle,Western Cape
810674,Lucas ,Hoadley,male,None,44,Adult,35–44,Lucas 232@gmail.com,Social Media Handle,Gauteng
810680,Chas ,Martello,male,coloured,42,Adult,35–44,Chas 355@mailxyz.com,Social Media Handle,Kwazulu Natal
810681,Cory ,Mcclaine,male,black,31,Young Adult,25–34,Cory 105@mailxyz.com,Social Media Handle,Gauteng
810683,Donald ,Slane,male,white,38,Adult,35–44,Donald 224@abcmail.com,Social Media Handle,Gauteng
810684,Michel ,Wigfall,male,white,45,Adult,45–54,Michel 205@mailxyz.com,Social Media Handle,Gauteng
810686,Kip ,Hoadley,male,indian_asian,40,Adult,35–44,Kip 144@abcmail.com,Social Media Handle,Gauteng
810688,Samuel ,Restivo,male,white,33,Young Adult,25–34,Samuel 262@gmail.com,Social Media Handle,Gauteng
810693,Loyd ,Wigfall,male,white,38,Adult,35–44,Loyd 492@gmail.com,Social Media Handle,Western Cape
810694,Valentine ,Reisinger,male,white,52,Adult,45–54,Valentine 475@mailxyz.com,Social Media Handle,Gauteng
810695,Valentine ,Gettys,male,None,38,Adult,35–44,Valentine 471@yahoo.com,Social Media Handle,Western Cape
810707,Shane ,Langenfeld,male,white,23,Young Adult,18–24,Shane 23@mail.com,Social Media Handle,Mpumalanga
810710,Eli ,Lavoie,male,black,36,Adult,35–44,Eli 291@yahoo.com,Social Media Handle,Gauteng
810716,Hugh,Sieren,male,coloured,9,Child,Under 18,Hugh14@abcmail.com,Social Media Handle,Western Cape
810718,Stefan ,Borelli,male,coloured,36,Adult,35–44,Stefan 465@mailxyz.com,Social Media Handle,Western Cape
810720,Kip ,Holt,male,None,46,Adult,45–54,Kip 141@yahoo.com,Social Media Handle,Free State
810727,Williemae ,Holt,female,coloured,32,Young Adult,25–34,Williemae 154@abcmail.com,Social Media Handle,Western Cape
810738,Lane ,Gettys,male,None,38,Adult,35–44,Lane 113@mail.com,Social Media Handle,Gauteng
810739,Markus ,Zweifel,male,None,39,Adult,35–44,Markus 191@yahoo.com,Social Media Handle,Western Cape
810743,Valentine ,Borelli,male,other,35,Adult,35–44,Valentine 473@mail.com,Social Media Handle,Western Cape
810751,Hyman ,Sieren,male,black,39,Adult,35–44,Hyman 84@abcmail.com,Social Media Handle,Gauteng
810753,Earl ,Leicht,male,black,41,Adult,35–44,Earl 422@gmail.com,Social Media Handle,Northern Cape
810754,Len ,Pascarella,male,white,31,Young Adult,25–34,Len 444@abcmail.com,Social Media Handle,Western Cape
810756,Michel ,Luthy,male,None,41,Adult,35–44,Michel 201@yahoo.com,Social Media Handle,Western Cape
810758,Kyle ,Creager,male,coloured,46,Adult,45–54,Kyle 65@mailxyz.com,Social Media Handle,Gauteng
810759,Seema ,Fudge,female,black,55,Adult,55–64,Seema 341@yahoo.com,Social Media Handle,Gauteng
810764,Robby ,Pilot,male,black,45,Adult,45–54,Robby 162@gmail.com,Social Media Handle,Gauteng
810769,Robby ,Roquemore,male,coloured,34,Young Adult,25–34,Robby 162@gmail.com,Social Media Handle,Western Cape
810770,Garry ,Bilyeu,male,coloured,25,Young Adult,25–34,Garry 282@gmail.com,Social Media Handle,Western Cape
810772,Wilton ,Biggers,male,white,25,Young Adult,25–34,Wilton 415@mailxyz.com,Social Media Handle,Mpumalanga
810773,Abel ,Mina,male,black,31,Young Adult,25–34,Abel 184@abcmail.com,Social Media Handle,Western Cape
810774,None,None,None,None,0,Child,Under 18,Rebecka 102@gmail.com,Social Media Handle,None
810776,Lloyd ,Hoadley,male,None,32,Young Adult,25–34,Lloyd 75@mailxyz.com,Social Media Handle,Western Cape
811332,Randy ,Arrieta,male,coloured,39,Adult,35–44,Randy 393@mail.com,Social Media Handle,Gauteng
813929,Stacy ,Condie,male,white,36,Adult,35–44,Stacy 275@mailxyz.com,Social Media Handle,Eastern Cape
813930,Bess ,Jacox,female,black,38,Adult,35–44,Bess 183@mail.com,Social Media Handle,Gauteng
814007,Emerson ,Wigfall,male,white,31,Young Adult,25–34,Emerson 245@mailxyz.com,Social Media Handle,Gauteng
816289,Dia ,Arrieta,female,black,25,Young Adult,25–34,Dia 252@gmail.com,Social Media Handle,Mpumalanga
816585,Hyman ,Hoadley,male,white,18,Young Adult,18–24,Hyman 82@gmail.com,Social Media Handle,Gauteng
816807,None,None,None,None,0,Child,Under 18,Minerva 75@mailxyz.com,Social Media Handle,None
817216,Michel ,Marek,male,white,31,Young Adult,25–34,Michel 201@yahoo.com,Social Media Handle,Kwazulu Natal
817317,Garry ,Singer,male,coloured,53,Adult,45–54,Garry 284@abcmail.com,Social Media Handle,Western Cape
817331,Stefan ,Sieren,male,black,16,Teen,Under 18,Stefan 464@abcmail.com,Social Media Handle,Gauteng
817449,Cody ,Sieren,male,coloured,33,Young Adult,25–34,Cody 121@yahoo.com,Social Media Handle,Western Cape
817573,Irving ,Restivo,male,black,35,Adult,35–44,Irving 55@mailxyz.com,Social Media Handle,Kwazulu Natal
817992,Loyd ,Mastrangelo,male,black,46,Adult,45–54,Loyd 491@yahoo.com,Social Media Handle,Kwazulu Natal
818125,Stacy ,Langenfeld,male,black,25,Young Adult,25–34,Stacy 274@abcmail.com,Social Media Handle,Gauteng
818570,Filiberto ,Mosser,male,black,29,Young Adult,25–34,Filiberto 45@mailxyz.com,Social Media Handle,Kwazulu Natal
818829,Cody ,Mccown,male,white,52,Adult,45–54,Cody 121@yahoo.com,Social Media Handle,North West
818884,Alissa ,Woolard,female,white,54,Adult,45–54,Alissa 441@yahoo.com,Social Media Handle,Limpopo
818957,Nakita ,Pool,female,white,40,Adult,35–44,Nakita 32@gmail.com,Social Media Handle,Limpopo
818973,Royal ,Fudge,male,None,22,Young Adult,18–24,Royal 175@mailxyz.com,Social Media Handle,Western Cape
818977,Chas ,Woolard,male,white,45,Adult,45–54,Chas 355@mailxyz.com,Social Media Handle,Gauteng
819048,Filiberto ,Lavoie,male,None,27,Young Adult,25–34,Filiberto 42@gmail.com,Social Media Handle,Eastern Cape
819074,Samuel ,Martello,male,white,53,Adult,45–54,Samuel 265@mailxyz.com,Social Media Handle,Gauteng
819075,Brendan ,Bilyeu,male,indian_asian,25,Young Adult,25–34,Brendan 452@gmail.com,Social Media Handle,Kwazulu Natal
819098,Dion ,Gettys,male,white,47,Adult,45–54,Dion 331@yahoo.com,Social Media Handle,Gauteng
